最速下降法：
第1次迭代, f(x_1) = 0.7711096853451352, x1 = 0.1612617799292677, x2 = 0.0000000000000000
第3425次迭代, f(x_3425) = 0.0000128344717730, x1 = 0.9964221387638510, x2 = 0.9928388082197672
第3426次迭代, f(x_3426) = 0.0000128051848034, x1 = 0.9964215854128938, x2 = 0.9928548189574595
第3427次迭代, f(x_3427) = 0.0000127759645864, x1 = 0.9964303028856627, x2 = 0.9928551202071005
第3428次迭代, f(x_3428) = 0.0000127468095848, x1 = 0.9964297512081012, x2 = 0.9928710951917934
第3429次迭代, f(x_3429) = 0.0000127177221838, x1 = 0.9964384489794046, x2 = 0.9928713956554641
第3430次迭代, f(x_3430) = 0.0000126887037869, x1 = 0.9964378979346395, x2 = 0.9928873326469209
第3431次迭代, f(x_3431) = 0.0000126597507473, x1 = 0.9964465755813874, x2 = 0.9928876325618565
第3432次迭代, f(x_3432) = 0.0000126308661433, x1 = 0.9964460256208527, x2 = 0.9929035319508913
第3433次迭代, f(x_3433) = 0.0000126020476340, x1 = 0.9964546830169534, x2 = 0.9929038314052551
第3434次迭代, f(x_3434) = 0.0000125732953939, x1 = 0.9964541342714657, x2 = 0.9929196944093726
第3435次迭代, f(x_3435) = 0.0000125446084963, x1 = 0.9964627719639597, x2 = 0.9929199931535556
第3436次迭代, f(x_3436) = 0.0000125159902843, x1 = 0.9964622240011284, x2 = 0.9929358181470849
第3437次迭代, f(x_3437) = 0.0000124874370879, x1 = 0.9964708414455277, x2 = 0.9929361164790366
第3438次迭代, f(x_3438) = 0.0000124589495666, x1 = 0.9964702947884608, x2 = 0.9929519052151873
第3439次迭代, f(x_3439) = 0.0000124305271869, x1 = 0.9964788925273370, x2 = 0.9929522028874226
第3440次迭代, f(x_3440) = 0.0000124021719984, x1 = 0.9964783467383442, x2 = 0.9929679540145427
第3441次迭代, f(x_3441) = 0.0000123738818374, x1 = 0.9964869243761476, x2 = 0.9929682512501637
第3442次迭代, f(x_3442) = 0.0000123456563439, x1 = 0.9964863798387187, x2 = 0.9929839663180837
第3443次迭代, f(x_3443) = 0.0000123174955568, x1 = 0.9964949379129272, x2 = 0.9929842628720442
第3444次迭代, f(x_3444) = 0.0000122894013727, x1 = 0.9964943941996994, x2 = 0.9929999403694346
第3445次迭代, f(x_3445) = 0.0000122613717750, x1 = 0.9965029322226218, x2 = 0.9930002365109381
第3446次迭代, f(x_3446) = 0.0000122334058607, x1 = 0.9965023897848386, x2 = 0.9930158786358554
第3447次迭代, f(x_3447) = 0.0000122055032960, x1 = 0.9965109085874336, x2 = 0.9930161739725073
第3448次迭代, f(x_3448) = 0.0000121776685893, x1 = 0.9965103667617217, x2 = 0.9930317776988746
第3449次迭代, f(x_3449) = 0.0000121498977056, x1 = 0.9965188652276084, x2 = 0.9930320728151504
第3450次迭代, f(x_3450) = 0.0000121221883463, x1 = 0.9965183250097235, x2 = 0.9930476424412217
第3451次迭代, f(x_3451) = 0.0000120945417983, x1 = 0.9965268040795220, x2 = 0.9930479365664538
第3452次迭代, f(x_3452) = 0.0000120669546594, x1 = 0.9965262659787817, x2 = 0.9930634735780508
第3453次迭代, f(x_3453) = 0.0000120394302345, x1 = 0.9965347266675282, x2 = 0.9930637665494748
第3454次迭代, f(x_3454) = 0.0000120119756791, x1 = 0.9965341885527909, x2 = 0.9930792633813744
第3455次迭代, f(x_3455) = 0.0000119845839437, x1 = 0.9965426290187658, x2 = 0.9930795564688224
第3456次迭代, f(x_3456) = 0.0000119572593897, x1 = 0.9965420912565942, x2 = 0.9930950148707044
第3457次迭代, f(x_3457) = 0.0000119299969947, x1 = 0.9965505115541834, x2 = 0.9930953077504050
第3458次迭代, f(x_3458) = 0.0000119027953368, x1 = 0.9965499754197026, x2 = 0.9931107322056272
第3459次迭代, f(x_3459) = 0.0000118756554853, x1 = 0.9965583769850359, x2 = 0.9931110241812608
第3460次迭代, f(x_3460) = 0.0000118485823364, x1 = 0.9965578412658571, x2 = 0.9931264103397675
第3461次迭代, f(x_3461) = 0.0000118215709459, x1 = 0.9965662226845318, x2 = 0.9931267021449280
第3462次迭代, f(x_3462) = 0.0000117946192111, x1 = 0.9965656886556621, x2 = 0.9931420546607926
第3463次迭代, f(x_3463) = 0.0000117677291153, x1 = 0.9965740514543937, x2 = 0.9931423455536118
第3464次迭代, f(x_3464) = 0.0000117409047885, x1 = 0.9965735178243667, x2 = 0.9931576597885503
第3465次迭代, f(x_3465) = 0.0000117141422981, x1 = 0.9965818604941247, x2 = 0.9931579505499617
第3466次迭代, f(x_3466) = 0.0000116874379021, x1 = 0.9965813286061489, x2 = 0.9931732318584482
第3467次迭代, f(x_3467) = 0.0000116607944683, x1 = 0.9965896524030957, x2 = 0.9931735215649203
第3468次迭代, f(x_3468) = 0.0000116342084673, x1 = 0.9965891224660242, x2 = 0.9931887703449715
第3469次迭代, f(x_3469) = 0.0000116076834929, x1 = 0.9965974280389385, x2 = 0.9931890590111782
第3470次迭代, f(x_3470) = 0.0000115812243353, x1 = 0.9965968982691400, x2 = 0.9932042688355006
第3471次迭代, f(x_3471) = 0.0000115548266699, x1 = 0.9966051841120727, x2 = 0.9932045575564704
第3472次迭代, f(x_3472) = 0.0000115284931964, x1 = 0.9966046545876907, x2 = 0.9932197297215033
第3473次迭代, f(x_3473) = 0.0000115022196863, x1 = 0.9966129207380436, x2 = 0.9932200181873375
第3474次迭代, f(x_3474) = 0.0000114760049833, x1 = 0.9966123927596606, x2 = 0.9932351561034037
第3475次迭代, f(x_3475) = 0.0000114498515318, x1 = 0.9966206400669929, x2 = 0.9932354439115944
第3476次迭代, f(x_3476) = 0.0000114237585572, x1 = 0.9966201128900682, x2 = 0.9932505463243887
第3477次迭代, f(x_3477) = 0.0000113977253183, x1 = 0.9966283412355592, x2 = 0.9932508335581318
第3478次迭代, f(x_3478) = 0.0000113717527848, x1 = 0.9966278150055357, x2 = 0.9932659009707678
第3479次迭代, f(x_3479) = 0.0000113458387038, x1 = 0.9966360245474916, x2 = 0.9932661875741904
第3480次迭代, f(x_3480) = 0.0000113199865380, x1 = 0.9966354991919633, x2 = 0.9932812189281581
第3481次迭代, f(x_3481) = 0.0000112941934620, x1 = 0.9966436894216373, x2 = 0.9932815051799286
第3482次迭代, f(x_3482) = 0.0000112684586949, x1 = 0.9966431654084664, x2 = 0.9932965027068058
第3483次迭代, f(x_3483) = 0.0000112427826272, x1 = 0.9966513371628279, x2 = 0.9932967882105154
第3484次迭代, f(x_3484) = 0.0000112171681381, x1 = 0.9966508138051690, x2 = 0.9933117493484743
第3485次迭代, f(x_3485) = 0.0000111916124145, x1 = 0.9966589662304987, x2 = 0.9933120345557120
第3486次迭代, f(x_3486) = 0.0000111661137562, x1 = 0.9966584443188946, x2 = 0.9933269619921098
第3487次迭代, f(x_3487) = 0.0000111406743792, x1 = 0.9966665782566390, x2 = 0.9933272465041122
第3488次迭代, f(x_3488) = 0.0000111152944428, x1 = 0.9966660570738511, x2 = 0.9933421384151992
第3489次迭代, f(x_3489) = 0.0000110899729550, x1 = 0.9966741720834885, x2 = 0.9933424224761781
第3490次迭代, f(x_3490) = 0.0000110647090971, x1 = 0.9966736520552385, x2 = 0.9933572803654170
第3491次迭代, f(x_3491) = 0.0000110395030684, x1 = 0.9966817486191332, x2 = 0.9933575637566145
第3492次迭代, f(x_3492) = 0.0000110143566232, x1 = 0.9966812293677433, x2 = 0.9933723861729997
第3493次迭代, f(x_3493) = 0.0000109892678122, x1 = 0.9966893069934106, x2 = 0.9933726691645741
第3494次迭代, f(x_3494) = 0.0000109642359308, x1 = 0.9966887889732124, x2 = 0.9933874582436697
第3495次迭代, f(x_3495) = 0.0000109392605781, x1 = 0.9966968484568489, x2 = 0.9933877404593413
第3496次迭代, f(x_3496) = 0.0000109143459344, x1 = 0.9966963310337128, x2 = 0.9934024932651681
第3497次迭代, f(x_3497) = 0.0000108894883457, x1 = 0.9967043712845820, x2 = 0.9934027752750479
第3498次迭代, f(x_3498) = 0.0000108646855545, x1 = 0.9967038554147375, x2 = 0.9934174963828235
第3499次迭代, f(x_3499) = 0.0000108399380549, x1 = 0.9967118775827446, x2 = 0.9934177773272462
第3500次迭代, f(x_3500) = 0.0000108152454375, x1 = 0.9967113635590125, x2 = 0.9934324661596549
第3501次迭代, f(x_3501) = 0.0000107906099191, x1 = 0.9967193676933677, x2 = 0.9934327463417718
第3502次迭代, f(x_3502) = 0.0000107660328693, x1 = 0.9967188542429046, x2 = 0.9934474002061222
第3503次迭代, f(x_3503) = 0.0000107415110796, x1 = 0.9967268398509049, x2 = 0.9934476798959181
第3504次迭代, f(x_3504) = 0.0000107170467846, x1 = 0.9967263274900688, x2 = 0.9934622991475615
第3505次迭代, f(x_3505) = 0.0000106926391889, x1 = 0.9967342943794422, x2 = 0.9934625784642749
第3506次迭代, f(x_3506) = 0.0000106682861235, x1 = 0.9967337832598948, x2 = 0.9934771654385791
第3507次迭代, f(x_3507) = 0.0000106439876356, x1 = 0.9967417325549364, x2 = 0.9934774438410584
第3508次迭代, f(x_3508) = 0.0000106197498308, x1 = 0.9967412217745494, x2 = 0.9934919940349169
第3509次迭代, f(x_3509) = 0.0000105955673695, x1 = 0.9967491517513308, x2 = 0.9934922724105001
第3510次迭代, f(x_3510) = 0.0000105714368572, x1 = 0.9967486428418116, x2 = 0.9935067917038868
第3511次迭代, f(x_3511) = 0.0000105473617250, x1 = 0.9967565554887262, x2 = 0.9935070690779274
第3512次迭代, f(x_3512) = 0.0000105233461576, x1 = 0.9967560467333576, x2 = 0.9935215519860476
第3513次迭代, f(x_3513) = 0.0000104993849194, x1 = 0.9967639404046339, x2 = 0.9935218292065623
第3514次迭代, f(x_3514) = 0.0000104754766928, x1 = 0.9967634332813173, x2 = 0.9935362809445689
第3515次迭代, f(x_3515) = 0.0000104516220024, x1 = 0.9967713096528111, x2 = 0.9935365571935681
第3516次迭代, f(x_3516) = 0.0000104278274271, x1 = 0.9967708027578761, x2 = 0.9935509721061145
第3517次迭代, f(x_3517) = 0.0000104040871531, x1 = 0.9967786598634683, x2 = 0.9935512483921584
第3518次迭代, f(x_3518) = 0.0000103803973313, x1 = 0.9967781549391214, x2 = 0.9935656331159692
第3519次迭代, f(x_3519) = 0.0000103567618340, x1 = 0.9967859950137182, x2 = 0.9935659083405856
第3520次迭代, f(x_3520) = 0.0000103331853804, x1 = 0.9967854901325528, x2 = 0.9935802564922612
第3521次迭代, f(x_3521) = 0.0000103096625015, x1 = 0.9967933112089030, x2 = 0.9935805316644550
第3522次迭代, f(x_3522) = 0.0000102861905546, x1 = 0.9967928081304106, x2 = 0.9935948494100778
第3523次迭代, f(x_3523) = 0.0000102627717871, x1 = 0.9968006121815265, x2 = 0.9935951235626326
第3524次迭代, f(x_3524) = 0.0000102394118383, x1 = 0.9968001092210572, x2 = 0.9936094049318397
第3525次迭代, f(x_3525) = 0.0000102161048209, x1 = 0.9968078943200998, x2 = 0.9936096790533687
第3526次迭代, f(x_3526) = 0.0000101928482219, x1 = 0.9968073932013034, x2 = 0.9936239300895208
第3527次迭代, f(x_3527) = 0.0000101696446467, x1 = 0.9968151612827266, x2 = 0.9936242032320509
第3528次迭代, f(x_3528) = 0.0000101464986995, x1 = 0.9968146603428812, x2 = 0.9936384184166539
第3529次迭代, f(x_3529) = 0.0000101234052533, x1 = 0.9968224097030213, x2 = 0.9936386914567497
第3530次迭代, f(x_3530) = 0.0000101003622710, x1 = 0.9968219104732765, x2 = 0.9936528760626449
第3531次迭代, f(x_3531) = 0.0000100773717816, x1 = 0.9968296427798693, x2 = 0.9936531481860025
第3532次迭代, f(x_3532) = 0.0000100544379401, x1 = 0.9968291438409734, x2 = 0.9936672972197254
第3533次迭代, f(x_3533) = 0.0000100315566567, x1 = 0.9968368574896144, x2 = 0.9936675692530088
第3534次迭代, f(x_3534) = 0.0000100087247160, x1 = 0.9968363602638421, x2 = 0.9936816882992450
第3535次迭代, f(x_3535) = 0.0000099859445010, x1 = 0.9968440571675263, x2 = 0.9936819593050568
第3536次迭代, f(x_3536) = 0.0000099632216121, x1 = 0.9968435600302045, x2 = 0.9936960423608592
第3537次迭代, f(x_3537) = 0.0000099405502537, x1 = 0.9968512382004866, x2 = 0.9936963133583425
第3538次迭代, f(x_3538) = 0.0000099179276473, x1 = 0.9968507429321606, x2 = 0.9937103665344388
第3539次迭代, f(x_3539) = 0.0000098953569805, x1 = 0.9968584042977595, x2 = 0.9937106365782167
第3540次迭代, f(x_3540) = 0.0000098728418446, x1 = 0.9968579092414260, x2 = 0.9937246543494576
第3541次迭代, f(x_3541) = 0.0000098503784994, x1 = 0.9968655520906713, x2 = 0.9937249243197505
第3542次迭代, f(x_3542) = 0.0000098279632317, x1 = 0.9968650587612260, x2 = 0.9937389126103535
第3543次迭代, f(x_3543) = 0.0000098055986957, x1 = 0.9968726851191958, x2 = 0.9937391815133699
第3544次迭代, f(x_3544) = 0.0000097832908407, x1 = 0.9968721917876608, x2 = 0.9937531341535761
第3545次迭代, f(x_3545) = 0.0000097610328830, x1 = 0.9968797996539268, x2 = 0.9937534030142274
第3546次迭代, f(x_3546) = 0.0000097388237095, x1 = 0.9968793081126345, x2 = 0.9937673260909962
第3547次迭代, f(x_3547) = 0.0000097166643296, x1 = 0.9968868993949038, x2 = 0.9937675939742590
第3548次迭代, f(x_3548) = 0.0000096945608789, x1 = 0.9968864080233486, x2 = 0.9937814815126425
第3549次迭代, f(x_3549) = 0.0000096725077138, x1 = 0.9968939807446255, x2 = 0.9937817494315561
第3550次迭代, f(x_3550) = 0.0000096505013958, x1 = 0.9968934912958892, x2 = 0.9937956079657140
第3551次迭代, f(x_3551) = 0.0000096285454168, x1 = 0.9969010476297717, x2 = 0.9937958748518247
第3552次迭代, f(x_3552) = 0.0000096066443106, x1 = 0.9969005582332247, x2 = 0.9938096980911102
第3553次迭代, f(x_3553) = 0.0000095847930577, x1 = 0.9969080962190352, x2 = 0.9938099649491560
第3554次迭代, f(x_3554) = 0.0000095629886791, x1 = 0.9969076086252514, x2 = 0.9938237590352537
第3555次迭代, f(x_3555) = 0.0000095412339900, x1 = 0.9969151302305792, x2 = 0.9938240248999994
第3556次迭代, f(x_3556) = 0.0000095195335606, x1 = 0.9969146427629224, x2 = 0.9938377837783022
第3557次迭代, f(x_3557) = 0.0000094978830099, x1 = 0.9969221465427435, x2 = 0.9938380496820305
第3558次迭代, f(x_3558) = 0.0000094762852478, x1 = 0.9969216593733350, x2 = 0.9938517739772528
第3559次迭代, f(x_3559) = 0.0000094547377005, x1 = 0.9969291449964447, x2 = 0.9938520398220310
第3560次迭代, f(x_3560) = 0.0000094332355143, x1 = 0.9969286595678398, x2 = 0.9938657350948172
第3561次迭代, f(x_3561) = 0.0000094117831920, x1 = 0.9969361289206659, x2 = 0.9938659999559692
第3562次迭代, f(x_3562) = 0.0000093903834343, x1 = 0.9969356435908909, x2 = 0.9938796614294224
第3563次迭代, f(x_3563) = 0.0000093690312895, x1 = 0.9969430953464054, x2 = 0.9938799259936389
第3564次迭代, f(x_3564) = 0.0000093477280859, x1 = 0.9969426113540131, x2 = 0.9938935566603372
第3565次迭代, f(x_3565) = 0.0000093264731534, x1 = 0.9969500461875587, x2 = 0.9938938206101543
第3566次迭代, f(x_3566) = 0.0000093052685515, x1 = 0.9969495629713522, x2 = 0.9939074187563548
第3567次迭代, f(x_3567) = 0.0000092841124905, x1 = 0.9969569803855921, x2 = 0.9939076823622999
第3568次迭代, f(x_3568) = 0.0000092630039181, x1 = 0.9969564983836190, x2 = 0.9939212505650545
第3569次迭代, f(x_3569) = 0.0000092419423399, x1 = 0.9969638988956884, x2 = 0.9939215133065482
第3570次迭代, f(x_3570) = 0.0000092209262486, x1 = 0.9969634188331370, x2 = 0.9939350531773612
第3571次迭代, f(x_3571) = 0.0000091999576226, x1 = 0.9969708032904367, x2 = 0.9939353149320027
第3572次迭代, f(x_3572) = 0.0000091790417316, x1 = 0.9969703233412311, x2 = 0.9939488202628143
第3573次迭代, f(x_3573) = 0.0000091581733890, x1 = 0.9969776897935891, x2 = 0.9939490820294873
第3574次迭代, f(x_3574) = 0.0000091373494672, x1 = 0.9969772116973133, x2 = 0.9939625589234973
第3575次迭代, f(x_3575) = 0.0000091165734854, x1 = 0.9969845621005815, x2 = 0.9939628197424062
第3576次迭代, f(x_3576) = 0.0000090958485589, x1 = 0.9969840841708910, x2 = 0.9939762627379861
第3577次迭代, f(x_3577) = 0.0000090751710978, x1 = 0.9969914168677881, x2 = 0.9939765234610347
第3578次迭代, f(x_3578) = 0.0000090545381147, x1 = 0.9969909405802642, x2 = 0.9939899379857940
第3579次迭代, f(x_3579) = 0.0000090339519295, x1 = 0.9969982573625542, x2 = 0.9939901977353783
第3580次迭代, f(x_3580) = 0.0000090134172468, x1 = 0.9969977812006975, x2 = 0.9940035780824253
第3581次迭代, f(x_3581) = 0.0000089929294559, x1 = 0.9970050801563122, x2 = 0.9940038378380927
第3582次迭代, f(x_3582) = 0.0000089724850720, x1 = 0.9970046058328146, x2 = 0.9940171897926039
第3583次迭代, f(x_3583) = 0.0000089520884022, x1 = 0.9970118887690306, x2 = 0.9940174486688821
第3584次迭代, f(x_3584) = 0.0000089317407110, x1 = 0.9970114147087955, x2 = 0.9940307677410580
第3585次迭代, f(x_3585) = 0.0000089114395992, x1 = 0.9970186804015279, x2 = 0.9940310263724140
第3586次迭代, f(x_3586) = 0.0000088911832887, x1 = 0.9970182077080856, x2 = 0.9940443164682478
第3587次迭代, f(x_3587) = 0.0000088709726111, x1 = 0.9970254574160378, x2 = 0.9940445742441859
第3588次迭代, f(x_3588) = 0.0000088508119339, x1 = 0.9970249850355738, x2 = 0.9940578313646072
第3589次迭代, f(x_3589) = 0.0000088306965776, x1 = 0.9970322174119024, x2 = 0.9940580889810379
第3590次迭代, f(x_3590) = 0.0000088106257803, x1 = 0.9970317465629028, x2 = 0.9940713171784814
第3591次迭代, f(x_3591) = 0.0000087906006691, x1 = 0.9970389628596140, x2 = 0.9940715740281746
第3592次迭代, f(x_3592) = 0.0000087706239650, x1 = 0.9970384924730492, x2 = 0.9940847699133160
第3593次迭代, f(x_3593) = 0.0000087506926876, x1 = 0.9970456916775796, x2 = 0.9940850265244634
第3594次迭代, f(x_3594) = 0.0000087308056296, x1 = 0.9970452226699063, x2 = 0.9940981934037569
第3595次迭代, f(x_3595) = 0.0000087109637975, x1 = 0.9970524058607135, x2 = 0.9940984492560561
第3596次迭代, f(x_3596) = 0.0000086911699195, x1 = 0.9970519373225506, x2 = 0.9941115840397958
第3597次迭代, f(x_3597) = 0.0000086714209483, x1 = 0.9970591035286076, x2 = 0.9941118396405061
第3598次迭代, f(x_3598) = 0.0000086517159846, x1 = 0.9970586363399685, x2 = 0.9941249455046539
第3599次迭代, f(x_3599) = 0.0000086320556682, x1 = 0.9970657865973889, x2 = 0.9941252003546126
第3600次迭代, f(x_3600) = 0.0000086124429783, x1 = 0.9970653198907247, x2 = 0.9941382741996119
第3601次迭代, f(x_3601) = 0.0000085928748534, x1 = 0.9970724531924959, x2 = 0.9941385288240157
第3602次迭代, f(x_3602) = 0.0000085733500586, x1 = 0.9970719878768435, x2 = 0.9941515739944966
第3603次迭代, f(x_3603) = 0.0000085538696825, x1 = 0.9970791053272337, x2 = 0.9941518278599196
第3604次迭代, f(x_3604) = 0.0000085344363870, x1 = 0.9970786404684751, x2 = 0.9941648412426776
第3605次迭代, f(x_3605) = 0.0000085150471252, x1 = 0.9970857411020727, x2 = 0.9941650948533539
第3606次迭代, f(x_3606) = 0.0000084957011294, x1 = 0.9970852775777058, x2 = 0.9941780795238723
第3607次迭代, f(x_3607) = 0.0000084763990100, x1 = 0.9970923623793309, x2 = 0.9941783324061746
第3608次迭代, f(x_3608) = 0.0000084571434553, x1 = 0.9970918993772647, x2 = 0.9941912851165551
第3609次迭代, f(x_3609) = 0.0000084379324310, x1 = 0.9970989672204577, x2 = 0.9941915378553586
第3610次迭代, f(x_3610) = 0.0000084187625384, x1 = 0.9970985057122266, x2 = 0.9942044634684820
第3611次迭代, f(x_3611) = 0.0000083996353744, x1 = 0.9971055575772386, x2 = 0.9942047151181118
第3612次迭代, f(x_3612) = 0.0000083805463165, x1 = 0.9971050986630074, x2 = 0.9942176156695004
第3613次迭代, f(x_3613) = 0.0000083615017668, x1 = 0.9971121357046687, x2 = 0.9942178661437524
第3614次迭代, f(x_3614) = 0.0000083425053150, x1 = 0.9971116764837759, x2 = 0.9942307331918071
第3615次迭代, f(x_3615) = 0.0000083235518536, x1 = 0.9971186963569419, x2 = 0.9942309836864210
第3616次迭代, f(x_3616) = 0.0000083046387185, x1 = 0.9971182389308212, x2 = 0.9942438239792742
第3617次迭代, f(x_3617) = 0.0000082857685269, x1 = 0.9971252436678438, x2 = 0.9942440734952108
第3618次迭代, f(x_3618) = 0.0000082669457149, x1 = 0.9971247863067882, x2 = 0.9942568806488077
第3619次迭代, f(x_3619) = 0.0000082481663696, x1 = 0.9971317737930810, x2 = 0.9942571302660999
第3620次迭代, f(x_3620) = 0.0000082294254968, x1 = 0.9971313183514735, x2 = 0.9942699115938483
第3621次迭代, f(x_3621) = 0.0000082107274382, x1 = 0.9971382911005372, x2 = 0.9942701600721466
